first_name;last_name;middle_name;birth_date;position
"Галина";"Пешкина";"Владимировна";"1977-8-12";"teacher"
"Ксения";"Логвина";"Александровна";"1965-3-28";"teacher"
"Людмила";"Логвина";"Владимировна";"1977-10-2";"teacher"
"Сергей";"Седько";"Александрович";"1984-10-21";"head_teacher"
"Галина";"Логвина";"Александровна";"1960-8-19";"teacher"
"Нина";"Фукина";"Сергеевна";"1989-6-18";"teacher"
"Людмила";"Волошина";"Максимовна";"1965-11-22";"head_teacher"
"Григорий";"Дунаев";"Сергеевич";"1972-11-4";"head_teacher"
"Нина";"Фукина";"Александровна";"1992-3-6";"teacher"
"Сергей";"Седько";"Алексеевич";"2000-11-5";"head_teacher"
"Иван";"Ришатов";"Максимович";"1983-6-21";"teacher"
"Евгений";"Дунаев";"Алексеевич";"1980-3-13";"teacher"
"Ксения";"Фукина";"Сергеевна";"1964-4-10";"teacher"
"Григорий";"Максименко";"Александрович";"1986-2-4";"head_teacher"
"Владимир";"Ришатов";"Александрович";"1997-7-13";"head_teacher"
"Ксения";"Пешкина";"Алексеевна";"1962-11-19";"teacher"
"Галина";"Миклуш";"Владимировна";"1961-6-24";"head_teacher"
"Григорий";"Максименко";"Сергеевич";"1961-11-25";"teacher"
"Владимир";"Максименко";"Алексеевич";"1975-11-8";"teacher"
"Алексей";"Максименко";"Владимирович";"1998-6-25";"head_teacher"
"Григорий";"Максименко";"Сергеевич";"1985-9-8";"head_teacher"
"Галина";"Пешкина";"Сергеевна";"1960-6-13";"teacher"
"Людмила";"Волошина";"Алексеевна";"2000-3-27";"teacher"
"Иван";"Максименко";"Алексеевич";"1982-4-21";"head_teacher"
"Полина";"Волошина";"Александровна";"1997-1-18";"teacher"
"Людмила";"Логвина";"Алексеевна";"1963-10-18";"head_teacher"
"Григорий";"Ришатов";"Александрович";"1988-1-15";"head_teacher"
"Галина";"Пешкина";"Владимировна";"1985-2-13";"head_teacher"
"Сергей";"Седько";"Сергеевич";"1992-12-8";"teacher"
"Галина";"Фукина";"Алексеевна";"1969-12-8";"teacher"
"Владимир";"Дунаев";"Владимирович";"1962-11-27";"teacher"
"Полина";"Суворина";"Алексеевна";"1987-11-25";"teacher"
"Людмила";"Пешкина";"Алексеевна";"1961-2-28";"head_teacher"
"Евгений";"Седько";"Сергеевич";"1993-12-23";"head_teacher"
"Евгений";"Павлов";"Владимирович";"1979-3-4";"teacher"
"Владимир";"Клюев";"Сергеевич";"1994-5-12";"head_teacher"
"Галина";"Волошина";"Алексеевна";"1973-5-14";"teacher"
"Владимир";"Максименко";"Максимович";"1971-11-11";"teacher"
"Ксения";"Логвина";"Александровна";"1994-1-6";"head_teacher"
"Владимир";"Клюев";"Сергеевич";"1987-7-25";"teacher"
"Людмила";"Суворина";"Максимовна";"1994-5-14";"teacher"
"Сергей";"Ришатов";"Максимович";"1993-12-12";"teacher"
"Григорий";"Максименко";"Александрович";"1994-12-13";"head_teacher"
"Сергей";"Ришатов";"Алексеевич";"1993-11-19";"head_teacher"
"Ксения";"Миклуш";"Сергеевна";"1985-2-11";"head_teacher"
"Евгений";"Павлов";"Алексеевич";"1996-11-25";"teacher"
"Галина";"Волошина";"Максимовна";"1998-1-7";"teacher"
"Полина";"Логвина";"Владимировна";"1989-8-8";"teacher"
"Полина";"Суворина";"Александровна";"1987-9-8";"head_teacher"
"Иван";"Дунаев";"Максимович";"1965-4-12";"head_teacher"
"Владимир";"Павлов";"Максимович";"1981-5-4";"head_teacher"
"Евгений";"Клюев";"Алексеевич";"1995-8-28";"teacher"
"Алексей";"Седько";"Владимирович";"1990-2-18";"head_teacher"
"Ксения";"Волошина";"Алексеевна";"1972-11-17";"teacher"
"Евгений";"Дунаев";"Алексеевич";"1988-7-6";"teacher"
"Григорий";"Дунаев";"Максимович";"1962-9-13";"head_teacher"
"Клава";"Логвина";"Сергеевна";"1990-1-8";"teacher"
"Григорий";"Максименко";"Сергеевич";"1983-8-25";"head_teacher"
"Сергей";"Павлов";"Алексеевич";"1990-5-23";"head_teacher"
"Алексей";"Ришатов";"Владимирович";"1974-7-18";"teacher"
"Нина";"Миклуш";"Максимовна";"1982-8-13";"teacher"
"Галина";"Логвина";"Сергеевна";"1969-11-16";"teacher"
"Алексей";"Дунаев";"Александрович";"1995-5-28";"head_teacher"
"Галина";"Фукина";"Алексеевна";"1988-12-27";"head_teacher"
"Григорий";"Седько";"Сергеевич";"1986-12-24";"head_teacher"
"Иван";"Седько";"Алексеевич";"1973-3-1";"head_teacher"
"Галина";"Логвина";"Алексеевна";"1980-3-11";"head_teacher"
"Григорий";"Максименко";"Максимович";"1999-6-18";"teacher"
"Клава";"Миклуш";"Владимировна";"1963-5-28";"head_teacher"
"Сергей";"Дунаев";"Сергеевич";"1992-5-4";"head_teacher"
"Алексей";"Седько";"Максимович";"1975-12-6";"teacher"
"Полина";"Суворина";"Максимовна";"1974-2-20";"teacher"
"Владимир";"Клюев";"Максимович";"1971-9-27";"teacher"
"Иван";"Максименко";"Александрович";"1983-8-14";"head_teacher"
"Ксения";"Миклуш";"Сергеевна";"1979-4-23";"teacher"
"Ксения";"Миклуш";"Максимовна";"1974-2-24";"teacher"
"Полина";"Фукина";"Сергеевна";"1962-11-11";"head_teacher"
"Ксения";"Суворина";"Сергеевна";"1980-3-13";"teacher"
"Сергей";"Дунаев";"Алексеевич";"1965-8-16";"head_teacher"
"Полина";"Волошина";"Александровна";"1969-3-21";"teacher"
"Сергей";"Дунаев";"Владимирович";"1971-9-7";"head_teacher"
"Полина";"Волошина";"Сергеевна";"1986-1-6";"head_teacher"
"Алексей";"Дунаев";"Сергеевич";"1984-6-28";"teacher"
"Нина";"Суворина";"Александровна";"1962-9-13";"head_teacher"
"Евгений";"Седько";"Максимович";"1962-11-19";"teacher"
"Евгений";"Седько";"Максимович";"1970-4-20";"head_teacher"
"Владимир";"Павлов";"Владимирович";"1989-2-17";"teacher"
"Галина";"Пешкина";"Александровна";"1983-8-3";"teacher"
"Галина";"Фукина";"Сергеевна";"1983-7-3";"head_teacher"
"Галина";"Суворина";"Александровна";"1981-11-6";"teacher"
"Иван";"Павлов";"Сергеевич";"1982-8-11";"teacher"
"Галина";"Пешкина";"Сергеевна";"1993-8-15";"teacher"
"Иван";"Максименко";"Александрович";"1975-10-15";"teacher"
"Григорий";"Ришатов";"Сергеевич";"1982-12-19";"teacher"
"Владимир";"Ришатов";"Сергеевич";"1989-8-14";"teacher"
"Евгений";"Максименко";"Александрович";"1990-2-22";"head_teacher"
"Галина";"Волошина";"Максимовна";"1975-6-20";"teacher"
"Галина";"Фукина";"Алексеевна";"1966-5-4";"teacher"
"Полина";"Фукина";"Сергеевна";"1998-4-26";"head_teacher"
"Людмила";"Пешкина";"Максимовна";"1981-10-4";"teacher"
"Иван";"Максименко";"Сергеевич";"1970-7-16";"head_teacher"
"Сергей";"Клюев";"Алексеевич";"1963-6-12";"teacher"
"Григорий";"Клюев";"Сергеевич";"1989-9-8";"teacher"
"Иван";"Клюев";"Максимович";"1961-7-16";"teacher"
"Нина";"Миклуш";"Александровна";"1964-9-25";"teacher"
"Григорий";"Максименко";"Александрович";"1984-4-17";"head_teacher"
"Владимир";"Седько";"Александрович";"1995-4-5";"head_teacher"
"Полина";"Логвина";"Владимировна";"1976-8-9";"head_teacher"
"Сергей";"Дунаев";"Владимирович";"1967-2-23";"teacher"
"Сергей";"Седько";"Владимирович";"1964-9-10";"head_teacher"
"Галина";"Суворина";"Александровна";"1997-8-21";"teacher"
"Ксения";"Фукина";"Алексеевна";"1961-12-27";"head_teacher"
"Людмила";"Суворина";"Сергеевна";"1961-8-7";"teacher"
"Людмила";"Логвина";"Максимовна";"1988-9-26";"head_teacher"
"Людмила";"Логвина";"Владимировна";"1963-12-16";"teacher"
"Владимир";"Клюев";"Владимирович";"1984-1-22";"teacher"
"Григорий";"Дунаев";"Алексеевич";"1990-7-9";"head_teacher"
"Клава";"Пешкина";"Александровна";"1960-4-24";"head_teacher"
"Иван";"Седько";"Алексеевич";"1978-2-24";"head_teacher"
"Иван";"Ришатов";"Владимирович";"1996-2-19";"head_teacher"
"Евгений";"Максименко";"Сергеевич";"1964-10-18";"head_teacher"
"Клава";"Суворина";"Владимировна";"1982-1-7";"head_teacher"
"Евгений";"Клюев";"Алексеевич";"1992-3-4";"head_teacher"
"Клава";"Суворина";"Алексеевна";"1992-3-26";"head_teacher"
"Людмила";"Суворина";"Алексеевна";"1998-5-24";"teacher"
"Сергей";"Седько";"Максимович";"1977-5-10";"teacher"
"Нина";"Миклуш";"Алексеевна";"1990-11-3";"teacher"
"Галина";"Миклуш";"Сергеевна";"1967-12-28";"head_teacher"
"Сергей";"Павлов";"Алексеевич";"1980-2-1";"teacher"
"Алексей";"Максименко";"Максимович";"1975-1-1";"head_teacher"
"Полина";"Волошина";"Александровна";"1975-9-24";"teacher"
"Клава";"Фукина";"Сергеевна";"1991-7-7";"teacher"
"Иван";"Дунаев";"Максимович";"1994-8-18";"head_teacher"
"Владимир";"Клюев";"Максимович";"1996-7-10";"head_teacher"
"Евгений";"Седько";"Сергеевич";"1977-7-9";"head_teacher"
"Нина";"Миклуш";"Александровна";"1970-12-25";"head_teacher"
"Клава";"Логвина";"Владимировна";"1984-9-20";"head_teacher"
"Нина";"Фукина";"Владимировна";"1986-1-24";"head_teacher"
"Нина";"Волошина";"Алексеевна";"1960-3-3";"teacher"
"Владимир";"Седько";"Максимович";"1977-1-28";"head_teacher"
"Нина";"Миклуш";"Сергеевна";"1992-6-26";"teacher"
"Иван";"Максименко";"Сергеевич";"1999-9-10";"teacher"
"Людмила";"Миклуш";"Владимировна";"1996-8-27";"teacher"
"Клава";"Логвина";"Владимировна";"1968-8-26";"teacher"
"Владимир";"Седько";"Владимирович";"1987-5-6";"teacher"
"Иван";"Максименко";"Максимович";"1965-6-12";"head_teacher"
"Сергей";"Седько";"Владимирович";"1996-6-10";"teacher"
"Алексей";"Седько";"Максимович";"1982-5-18";"head_teacher"
"Владимир";"Дунаев";"Сергеевич";"1991-5-24";"teacher"
"Алексей";"Максименко";"Сергеевич";"2000-8-25";"head_teacher"
"Клава";"Суворина";"Владимировна";"1963-8-6";"teacher"
"Алексей";"Ришатов";"Александрович";"1997-4-22";"teacher"
"Евгений";"Павлов";"Владимирович";"1972-1-6";"teacher"
"Сергей";"Седько";"Александрович";"1980-5-19";"head_teacher"
"Галина";"Миклуш";"Владимировна";"1993-2-14";"head_teacher"
"Евгений";"Клюев";"Владимирович";"1974-2-20";"head_teacher"
"Владимир";"Дунаев";"Владимирович";"1991-8-28";"head_teacher"
"Людмила";"Волошина";"Александровна";"1983-3-5";"head_teacher"
"Галина";"Миклуш";"Владимировна";"1980-2-27";"head_teacher"
"Галина";"Пешкина";"Сергеевна";"1979-5-6";"teacher"
"Полина";"Логвина";"Алексеевна";"1998-9-28";"teacher"
"Алексей";"Седько";"Владимирович";"1994-2-13";"head_teacher"
"Нина";"Суворина";"Максимовна";"1993-10-7";"head_teacher"
"Иван";"Максименко";"Максимович";"1978-12-10";"head_teacher"
"Ксения";"Фукина";"Сергеевна";"1970-8-27";"teacher"
"Сергей";"Павлов";"Максимович";"1985-5-20";"head_teacher"
"Людмила";"Суворина";"Сергеевна";"1985-11-9";"teacher"
"Полина";"Волошина";"Сергеевна";"1975-11-9";"head_teacher"
"Нина";"Пешкина";"Александровна";"1964-4-1";"teacher"
"Алексей";"Максименко";"Владимирович";"1997-3-4";"teacher"
"Алексей";"Максименко";"Максимович";"1989-7-26";"head_teacher"
"Евгений";"Максименко";"Алексеевич";"1972-10-18";"head_teacher"
"Людмила";"Фукина";"Владимировна";"1961-1-13";"head_teacher"
"Клава";"Миклуш";"Максимовна";"1967-1-1";"teacher"
"Людмила";"Волошина";"Сергеевна";"1993-3-4";"teacher"
"Галина";"Суворина";"Александровна";"1978-2-28";"head_teacher"
