first_name;last_name;middle_name;birth_date;gender;is_vaccinated
"Евгений";"Ришатов";"Сергеевич";"1960-7-8";"female";True
"Иван";"Ришатов";"Максимович";"1994-7-15";"male";True
"Евгений";"Павлов";"Владимирович";"1964-8-6";"male";False
"Ксения";"Логвина";"Сергеевна";"1974-6-25";"female";False
"Иван";"Ришатов";"Сергеевич";"1971-2-15";"male";False
"Григорий";"Дунаев";"Александрович";"1991-3-5";"female";True
"Нина";"Пешкина";"Максимовна";"1985-11-10";"male";True
"Нина";"Суворина";"Владимировна";"1963-7-24";"female";False
"Нина";"Логвина";"Сергеевна";"1961-6-27";"female";True
"Людмила";"Логвина";"Максимовна";"1979-8-13";"female";True
"Евгений";"Максименко";"Владимирович";"1968-3-14";"male";False
"Полина";"Миклуш";"Сергеевна";"1986-5-20";"male";False
"Полина";"Суворина";"Владимировна";"1963-11-19";"female";True
"Иван";"Максименко";"Владимирович";"1973-9-7";"male";True
"Сергей";"Ришатов";"Сергеевич";"1972-2-6";"female";False
"Нина";"Логвина";"Максимовна";"1987-7-16";"male";False
"Евгений";"Седько";"Максимович";"1999-3-8";"male";False
"Алексей";"Павлов";"Владимирович";"1990-12-8";"female";False
"Галина";"Суворина";"Сергеевна";"1981-12-5";"male";True
"Владимир";"Ришатов";"Сергеевич";"1968-4-26";"male";False
"Сергей";"Седько";"Максимович";"1970-4-7";"male";False
"Нина";"Фукина";"Александровна";"1978-7-19";"female";False
"Нина";"Суворина";"Сергеевна";"1987-1-19";"female";True
"Григорий";"Максименко";"Александрович";"1990-2-10";"female";True
"Ксения";"Волошина";"Владимировна";"1998-8-18";"female";False
"Людмила";"Миклуш";"Сергеевна";"1976-5-17";"female";False
"Полина";"Суворина";"Владимировна";"1980-8-26";"female";False
"Нина";"Фукина";"Алексеевна";"1977-8-19";"male";False
"Полина";"Волошина";"Владимировна";"1996-4-2";"female";True
"Полина";"Миклуш";"Владимировна";"1998-10-20";"female";False
"Галина";"Миклуш";"Максимовна";"1966-1-16";"female";False
"Полина";"Логвина";"Максимовна";"1977-5-5";"male";False
"Полина";"Суворина";"Владимировна";"1989-12-12";"female";True
"Евгений";"Максименко";"Владимирович";"1994-11-18";"female";True
"Алексей";"Дунаев";"Владимирович";"1969-11-8";"female";False
"Владимир";"Седько";"Александрович";"1974-9-24";"male";False
"Алексей";"Ришатов";"Максимович";"1970-12-7";"male";False
"Григорий";"Дунаев";"Алексеевич";"1964-5-12";"male";True
"Алексей";"Седько";"Сергеевич";"1990-4-4";"female";True
"Сергей";"Седько";"Владимирович";"1999-11-19";"male";True
"Ксения";"Логвина";"Сергеевна";"1979-5-5";"male";True
"Алексей";"Максименко";"Максимович";"1961-10-11";"female";False
"Владимир";"Седько";"Владимирович";"1972-5-8";"female";False
"Нина";"Суворина";"Александровна";"1963-1-14";"male";True
"Сергей";"Павлов";"Сергеевич";"1984-10-22";"male";False
"Полина";"Суворина";"Сергеевна";"1982-8-26";"female";True
"Алексей";"Максименко";"Владимирович";"1973-9-16";"female";True
"Владимир";"Максименко";"Владимирович";"1964-8-6";"female";False
"Евгений";"Седько";"Сергеевич";"1998-4-1";"female";True
"Алексей";"Дунаев";"Максимович";"1967-6-19";"male";False
"Нина";"Фукина";"Максимовна";"1989-2-21";"female";False
"Иван";"Максименко";"Алексеевич";"1967-4-9";"female";False
"Иван";"Ришатов";"Сергеевич";"1988-1-21";"male";True
"Ксения";"Пешкина";"Владимировна";"1972-12-4";"male";False
"Владимир";"Седько";"Владимирович";"1994-2-8";"male";False
"Алексей";"Дунаев";"Сергеевич";"1991-2-20";"female";False
"Григорий";"Павлов";"Александрович";"1969-3-2";"male";False
"Ксения";"Пешкина";"Алексеевна";"1975-10-12";"male";False
"Клава";"Миклуш";"Максимовна";"1979-2-17";"female";False
"Ксения";"Волошина";"Максимовна";"1977-8-11";"female";False
"Владимир";"Дунаев";"Сергеевич";"1983-4-13";"male";False
"Владимир";"Клюев";"Сергеевич";"1990-5-2";"male";False
"Григорий";"Максименко";"Сергеевич";"1975-4-3";"female";True
"Галина";"Суворина";"Сергеевна";"1971-10-16";"female";False
"Полина";"Волошина";"Владимировна";"1969-11-26";"female";True
"Алексей";"Максименко";"Владимирович";"1962-9-8";"female";False
"Клава";"Фукина";"Владимировна";"1989-6-28";"female";False
"Ксения";"Миклуш";"Александровна";"1999-10-4";"male";False
"Людмила";"Миклуш";"Максимовна";"1995-2-18";"male";True
"Ксения";"Суворина";"Александровна";"1967-3-15";"female";False
"Полина";"Суворина";"Сергеевна";"1968-9-7";"male";False
"Владимир";"Седько";"Владимирович";"1976-11-21";"female";True
"Ксения";"Пешкина";"Александровна";"1990-7-6";"female";True
"Алексей";"Дунаев";"Александрович";"1964-12-6";"female";True
"Алексей";"Максименко";"Владимирович";"1964-9-21";"female";False
"Сергей";"Дунаев";"Максимович";"1979-9-13";"female";False
"Алексей";"Дунаев";"Александрович";"1998-10-23";"female";False
"Алексей";"Клюев";"Максимович";"1988-12-16";"female";True
"Иван";"Павлов";"Максимович";"1975-4-19";"female";True
"Клава";"Фукина";"Владимировна";"1977-10-13";"male";False
"Иван";"Ришатов";"Сергеевич";"1982-6-24";"female";True
"Евгений";"Клюев";"Максимович";"2000-4-23";"male";True
"Григорий";"Дунаев";"Максимович";"1965-8-24";"female";False
"Сергей";"Клюев";"Максимович";"1978-4-3";"male";True
"Сергей";"Ришатов";"Алексеевич";"1980-4-1";"female";True
"Алексей";"Павлов";"Александрович";"1970-4-20";"female";False
"Ксения";"Логвина";"Сергеевна";"1968-1-10";"female";True
"Григорий";"Павлов";"Александрович";"1997-11-11";"female";True
"Ксения";"Пешкина";"Алексеевна";"1970-7-12";"male";False
"Алексей";"Седько";"Максимович";"1966-4-3";"female";False
"Владимир";"Дунаев";"Владимирович";"1965-3-22";"female";False
"Полина";"Волошина";"Александровна";"1990-9-19";"male";False
"Григорий";"Седько";"Владимирович";"1961-7-28";"male";True
"Владимир";"Дунаев";"Максимович";"1971-8-6";"female";False
"Клава";"Волошина";"Алексеевна";"1973-5-28";"male";False
"Ксения";"Пешкина";"Александровна";"1978-6-4";"male";False
"Галина";"Логвина";"Алексеевна";"1985-7-26";"male";False
"Ксения";"Миклуш";"Максимовна";"1970-5-5";"male";False
"Людмила";"Фукина";"Александровна";"1968-2-23";"female";False
"Иван";"Максименко";"Александрович";"1999-6-17";"female";False
"Алексей";"Ришатов";"Максимович";"1961-2-16";"female";True
"Ксения";"Пешкина";"Сергеевна";"1968-1-5";"female";True
"Иван";"Максименко";"Алексеевич";"1981-8-3";"female";False
"Нина";"Логвина";"Алексеевна";"1967-9-14";"male";True
"Григорий";"Максименко";"Сергеевич";"1970-8-23";"male";True
"Людмила";"Волошина";"Максимовна";"1994-11-24";"male";False
"Владимир";"Павлов";"Александрович";"1996-9-17";"female";True
"Нина";"Пешкина";"Владимировна";"1973-2-11";"female";False
"Людмила";"Пешкина";"Владимировна";"1984-4-15";"male";False
"Ксения";"Волошина";"Максимовна";"1973-11-21";"male";False
"Галина";"Волошина";"Алексеевна";"1979-6-24";"male";False
"Евгений";"Максименко";"Александрович";"1980-8-19";"female";False
"Людмила";"Миклуш";"Сергеевна";"1983-6-19";"female";True
"Нина";"Фукина";"Максимовна";"1972-3-27";"male";False
"Ксения";"Пешкина";"Сергеевна";"1981-4-22";"female";False
"Людмила";"Логвина";"Владимировна";"1982-7-5";"female";False
"Полина";"Логвина";"Владимировна";"1978-9-3";"male";False
"Алексей";"Седько";"Владимирович";"1994-12-7";"female";False
"Ксения";"Суворина";"Максимовна";"1960-4-16";"male";True
"Галина";"Миклуш";"Сергеевна";"1986-8-5";"female";True
"Полина";"Логвина";"Александровна";"1997-7-11";"male";True
"Владимир";"Павлов";"Максимович";"1962-1-9";"female";False
"Владимир";"Ришатов";"Максимович";"1997-6-10";"male";False
"Полина";"Волошина";"Александровна";"1966-11-27";"male";False
"Ксения";"Фукина";"Максимовна";"1972-2-12";"male";True
"Григорий";"Максименко";"Александрович";"1979-9-16";"male";False
